seqname	start	end	strand	gene_id	gene_name	gene_type
chr15	45073492	45074048	-	ENSG00000259352.1	RP11-109D20.2	antisense
chr15	45214906	45215033	-	ENSG00000261709.3	SNORA11	snoRNA
chr15	45433050	45433129	+	ENSG00000211519.1	MIR147B	miRNA
chr15	48972595	48972727	-	ENSG00000280771.1	AC091073.1	miRNA
chr15	50359450	50360194	-	ENSG00000259715.1	CTD-3110H11.1	lincRNA
chr15	50360329	50360410	+	ENSG00000264109.1	MIR4712	miRNA
chr15	50557601	50560500	+	ENSG00000259684.1	RP11-120K9.2	antisense
chr15	51908902	51909642	-	ENSG00000259185.1	RP11-56B16.4	antisense
chr15	52116574	52122131	+	ENSG00000259327.1	CTD-2184D3.6	lincRNA
chr15	62246284	62246349	-	ENSG00000277779.1	AC126323.2	miRNA
chr15	63070025	63071911	-	ENSG00000259627.1	RP11-244F12.2	antisense
chr15	64695041	64695594	+	ENSG00000265967.1	AC100830.4	antisense
chr15	65077894	65078008	-	ENSG00000281328.1	AC013553.1	miRNA
chr15	65655620	65656085	-	ENSG00000275638.1	RP11-16E23.5	antisense
chr15	66379337	66379915	-	ENSG00000240821.1	RPL9P25	processed_pseudogene
chr15	66501250	66501318	-	ENSG00000199574.1	SNORD18C	snoRNA
chr15	66502019	66502089	-	ENSG00000280554.1	snoU18	snoRNA
chr15	66502020	66502091	-	ENSG00000202529.1	SNORD18B	snoRNA
chr15	66502812	66502910	-	ENSG00000199673.1	SNORD16	snoRNA
chr15	66503243	66503314	-	ENSG00000200623.1	SNORD18A	snoRNA
chr15	69160651	69160724	+	ENSG00000266374.1	AC026512.1	miRNA
chr15	69406441	69406552	+	ENSG00000207395.1	Y_RNA	misc_RNA
chr15	72587217	72587313	+	ENSG00000207690.1	MIR630	miRNA
chr15	72589691	72591845	+	ENSG00000260534.1	RP11-1006G14.4	sense_overlapping
chr15	74303005	74304343	+	ENSG00000261384.1	RP11-60L3.2	sense_intronic
chr15	74598919	74599397	-	ENSG00000275527.1	CTD-3154N5.2	lincRNA
chr15	75211301	75212167	-	ENSG00000261779.1	RP11-69H7.3	antisense
chr15	75353611	75353685	-	ENSG00000207636.1	MIR631	miRNA
chr15	75355210	75355746	-	ENSG00000280564.1	MAN2C1	processed_transcript
chr15	75676227	75677162	+	ENSG00000260892.1	CTD-2026K11.1	antisense
chr15	75762215	75762315	-	ENSG00000274496.1	MIR4313	miRNA
chr15	77043680	77045160	+	ENSG00000259652.1	RP11-797A18.3	lincRNA
chr15	77484275	77485606	-	ENSG00000279033.1	RP11-500C12.1	TEC
chr15	78280950	78282190	-	ENSG00000272418.1	RP11-762H8.4	sense_intronic
chr15	82044294	82044376	+	ENSG00000222521.1	AC026956.1	miRNA
chr15	82477123	82477206	-	ENSG00000221095.1	AC245033.1	miRNA
chr15	82726550	82726633	-	ENSG00000266697.1	AC105339.2	miRNA
chr15	82755945	82756071	+	ENSG00000277864.1	SCARNA15	scaRNA
chr15	82756006	82756069	+	ENSG00000280933.1	AC105339.3	miRNA
chr15	83113617	83114566	-	ENSG00000260579.1	RP11-382A20.2	antisense
chr15	84204516	84204599	-	ENSG00000221008.1	AC136698.1	miRNA
chr15	84622015	84623237	-	ENSG00000276278.1	RP11-182J1.3	antisense
chr15	84633874	84634635	+	ENSG00000254779.4	EGLN1P1	transcribed_processed_pseudogene
chr15	84642487	84642763	-	ENSG00000277578.1	Metazoa_SRP	misc_RNA
chr15	85209115	85209198	-	ENSG00000221266.1	AC044860.1	miRNA
chr15	85210053	85210299	-	ENSG00000277582.1	Metazoa_SRP	misc_RNA
chr15	85380596	85380662	+	ENSG00000276648.1	MIR7706	miRNA
chr15	85579046	85580178	-	ENSG00000259375.1	RP11-815J21.2	antisense
chr15	89201091	89201768	-	ENSG00000259948.2	RP11-326A19.5	processed_pseudogene
chr15	89897576	89897637	+	ENSG00000252645.1	RNU7-111P	snRNA
chr15	90076424	90076486	+	ENSG00000276376.1	U7	snRNA
chr15	90275129	90275716	+	ENSG00000228998.4	RP11-697E2.7	transcribed_processed_pseudogene
chr15	90294059	90294142	+	ENSG00000280965.1	AC091167.2	miRNA
chr15	90348844	90349197	-	ENSG00000238244.3	GABARAPL3	processed_pseudogene
chr15	90920218	90921186	-	ENSG00000259661.1	AC068831.15	antisense
chr15	91029888	91029996	+	ENSG00000258542.1	AC068831.11	transcribed_processed_pseudogene
chr15	96333261	96333307	+	ENSG00000222651.1	MIR1469	miRNA
chr15	99791127	99792847	+	ENSG00000259655.1	CTD-2054N24.1	unprocessed_pseudogene
chr15	99791209	99791410	+	ENSG00000241588.3	RN7SL484P	misc_RNA
chr15	99792297	99792379	+	ENSG00000221511.1	AC090825.1	miRNA
chr15	101772300	101772381	-	ENSG00000277814.1	AC107977.2	miRNA
chr16	547185	553847	-	ENSG00000261691.1	LA16c-366D1.3	antisense
chr16	678645	679061	+	ENSG00000279441.1	LA16c-313D11.13	TEC
chr16	770183	770277	+	ENSG00000207579.1	MIR662	miRNA
chr16	1065240	1066502	+	ENSG00000261720.1	RP11-161M6.5	lincRNA
chr16	1445343	1446519	+	ENSG00000261641.2	LA16c-390E6.5	antisense
chr16	1962334	1962466	-	ENSG00000206811.1	SNORA10	snoRNA
chr16	1962973	1963106	-	ENSG00000207405.1	SNORA64	snoRNA
chr16	1963745	1964095	-	ENSG00000255513.1	AC005363.9	transcribed_processed_pseudogene
chr16	1965184	1965310	+	ENSG00000273587.1	SNORA78	snoRNA
chr16	1997654	1998374	+	ENSG00000260107.1	AC005606.15	lincRNA
chr16	2155025	2155104	-	ENSG00000281010.1	snoR1	snoRNA
chr16	2211997	2212863	+	ENSG00000261532.1	RP11-304L19.8	lincRNA
chr16	2253737	2262342	+	ENSG00000279473.1	AC009065.4	protein_coding
chr16	2271737	2271846	+	ENSG00000274753.1	MIR940	miRNA
chr16	2530035	2531417	-	ENSG00000205923.3	CEMP1	protein_coding
chr16	2597881	2599718	-	ENSG00000261093.1	CTD-3126B10.1	antisense
chr16	2769872	2769949	+	ENSG00000265864.1	AC092117.2	miRNA
chr16	3069523	3069651	+	ENSG00000252561.1	RNU1-125P	snRNA
chr16	3307573	3308393	-	ENSG00000262899.1	LA16c-360H6.3	antisense
chr16	3308609	3308816	+	ENSG00000262554.1	LA16c-360H6.2	transcribed_processed_pseudogene
chr16	3485381	3485469	-	ENSG00000273776.1	MIR6126	miRNA
chr16	3533429	3534258	-	ENSG00000278942.1	LA16c-390H2.1	TEC
chr16	3581181	3583266	+	ENSG00000261938.1	RP11-461A8.1	lincRNA
chr16	8683461	8683543	+	ENSG00000281170.1	AC007224.1	miRNA
chr16	8853312	8854347	+	ENSG00000259939.1	RP11-77H9.5	antisense
chr16	9104848	9113181	+	ENSG00000263244.2	RP11-473I1.9	3prime_overlapping_ncrna
chr16	9105834	9107174	-	ENSG00000260349.1	RP11-473I1.5	antisense
chr16	10529440	10532082	+	ENSG00000256013.1	RP11-27M24.1	antisense
chr16	10934258	10934887	-	ENSG00000275673.1	RP11-876N24.7	sense_intronic
chr16	11345483	11345560	-	ENSG00000280717.1	AC009121.2	protein_coding
chr16	11348727	11348796	+	ENSG00000238774.1	AC009121.1	miRNA
chr16	11915661	11915738	-	ENSG00000266163.1	AC007216.1	miRNA
chr16	14901508	14901591	+	ENSG00000274301.1	MIR3179-3	miRNA
chr16	14911220	14911313	+	ENSG00000265537.1	MIR3180-3	miRNA
chr16	15611030	15611095	-	ENSG00000275184.1	MIR6506	miRNA
chr16	15643281	15643390	+	ENSG00000272213.2	AC026401.1	miRNA
chr16	16309875	16309968	+	ENSG00000265373.1	MIR3180-1	miRNA
chr16	18402178	18402271	-	ENSG00000266291.1	MIR3180-2	miRNA
chr16	19119976	19121629	-	ENSG00000261759.1	RP11-626G11.3	antisense
chr16	19498610	19498747	+	ENSG00000222750.1	RNU4-46P	snRNA
chr16	19501689	19502286	+	ENSG00000260934.1	CTA-363E6.7	antisense
chr16	19503861	19504625	+	ENSG00000279747.1	CTA-363E6.8	TEC
chr16	21519830	21520365	-	ENSG00000258186.2	SLC7A5P2	transcribed_processed_pseudogene
chr16	23061406	23064173	-	ENSG00000260566.2	RP11-20G6.3	3prime_overlapping_ncrna
chr16	23061767	23062232	+	ENSG00000280400.1	RP11-20G6.1	TEC
chr16	23571854	23572278	-	ENSG00000279618.1	CTD-2196E14.7	TEC
chr16	23670011	23675499	+	ENSG00000260482.3	CTD-2196E14.9	3prime_overlapping_ncrna
chr16	25238318	25239287	+	ENSG00000259955.1	CTD-2547G23.2	antisense
chr16	27066928	27067858	-	ENSG00000261482.1	RP11-673P17.2	antisense
chr16	28958583	28958661	+	ENSG00000266868.1	MIR4517	miRNA
chr16	28982014	28982130	+	ENSG00000281146.1	AC109460.1	miRNA
chr16	28989140	28990778	-	ENSG00000261552.1	RP11-264B17.5	antisense
chr16	29804430	29804990	-	ENSG00000275857.1	AC009133.21	antisense
chr16	29862760	29863417	+	ENSG00000278713.1	CTD-2574D22.7	antisense
chr16	30064306	30064825	-	ENSG00000274904.1	CTD-2515O10.5	antisense
chr16	30670160	30670297	+	ENSG00000280843.1	AC093249.1	miRNA
chr16	30875266	30875323	-	ENSG00000265991.1	MIR4519	miRNA
chr16	30875766	30895216	-	ENSG00000262721.1	AC106782.20	sense_overlapping
chr16	30893903	30893985	+	ENSG00000211591.1	MIR762	miRNA
chr16	31109211	31109318	+	ENSG00000252809.3	AC135050.1	miRNA
chr16	31131433	31131877	+	ENSG00000261385.1	RP11-388M20.2	antisense
chr16	31709113	31711984	-	ENSG00000261731.2	CTD-2358C21.4	antisense
chr16	34159185	34159299	+	ENSG00000207986.1	AC136932.1	miRNA
chr16	35023339	35023765	+	ENSG00000262885.1	CTD-2144E22.11	processed_pseudogene
chr16	35149457	35149790	-	ENSG00000261510.1	RP11-244B22.13	processed_pseudogene
chr16	35193335	35193734	+	ENSG00000260590.1	RP11-244B22.7	processed_pseudogene
chr16	48447904	48448398	-	ENSG00000261802.1	RP11-44I10.6	sense_overlapping
chr16	54114697	54114878	-	ENSG00000280454.1	AC007347.1	pseudogene
chr16	58559796	58559929	-	ENSG00000206952.3	SNORA76A	snoRNA
chr16	66509437	66510048	+	ENSG00000260755.1	RP11-403P17.3	lincRNA
chr16	66550457	66550567	+	ENSG00000275745.1	Y_RNA	misc_RNA
chr16	66720897	66731785	+	ENSG00000260465.1	RP11-63M22.2	antisense
chr16	66944660	66945096	-	ENSG00000280416.1	RP11-361L15.3	TEC
chr16	67019727	67019811	+	ENSG00000281589.1	AC009084.1	miRNA
chr16	67390691	67390850	-	ENSG00000239194.1	RNU1-123P	snRNA
chr16	67542123	67542963	-	ENSG00000259945.1	CTD-2012K14.3	antisense
chr16	67542304	67542572	-	ENSG00000260894.1	CTD-2012K14.4	antisense
chr16	67877657	67877740	+	ENSG00000221526.1	AC040162.1	miRNA
chr16	68199841	68200981	-	ENSG00000279621.1	RP11-67A1.4	TEC
chr16	68233426	68233499	-	ENSG00000276151.1	MIR6773	miRNA
chr16	68742495	68742551	+	ENSG00000281454.1	AC099314.1	miRNA
chr16	69328644	69334871	-	ENSG00000272617.1	RP11-343C2.12	protein_coding
chr16	69463844	69466264	+	ENSG00000260108.1	RP11-140H17.1	3prime_overlapping_ncrna
chr16	69565808	69565868	-	ENSG00000223109.1	MIR1538	miRNA
chr16	69703065	69704652	+	ENSG00000260772.1	RP11-311C24.1	3prime_overlapping_ncrna
chr16	69709874	69710583	+	ENSG00000261602.1	CTD-2033A16.1	antisense
chr16	70379457	70399502	+	ENSG00000260111.1	RP11-529K1.4	antisense
chr16	70768967	70770221	-	ENSG00000279122.1	RP11-394B2.3	TEC
chr16	72787693	72787773	-	ENSG00000265573.1	AC004943.1	miRNA
chr16	75108601	75110712	-	ENSG00000247033.1	RP11-252E2.1	antisense
chr16	81170740	81181213	-	ENSG00000279362.1	PKD1L2	protein_coding
chr16	81385018	81385093	+	ENSG00000273048.1	MIR4720	miRNA
chr16	81385463	81387560	+	ENSG00000272923.1	RP11-391L3.1	lincRNA
chr16	81961926	81962243	+	ENSG00000260682.3	7SK	misc_RNA
chr16	86510780	86510877	-	ENSG00000277360.1	AC009108.2	miRNA
chr16	87326987	87327584	+	ENSG00000270082.1	RP11-178L8.8	antisense
chr16	88686544	88687053	-	ENSG00000280603.1	AC138028.1	protein_coding
chr16	89226807	89228692	-	ENSG00000260659.1	RP11-46C24.6	antisense
chr16	89561434	89561517	+	ENSG00000200084.1	SNORD68	snoRNA
chr17	1713895	1714005	-	ENSG00000275595.1	AC130343.2	miRNA
chr17	1725748	1738585	-	ENSG00000262791.1	RP11-961A15.1	antisense
chr17	2041936	2043430	+	ENSG00000262664.2	OVCA2	protein_coding
chr17	2042900	2043425	-	ENSG00000262533.1	RP11-667K14.4	antisense
chr17	2329119	2329213	-	ENSG00000212552.3	SNORD91B	snoRNA
chr17	2330276	2330370	-	ENSG00000274802.1	SNORD91A	snoRNA
chr17	2366589	2366791	-	ENSG00000274758.1	RP1-59D14.10	antisense
chr17	2384847	2386664	+	ENSG00000262456.1	RP1-59D14.1	antisense
chr17	2683305	2685088	-	ENSG00000272770.1	RP11-74E22.5	antisense
chr17	2748078	2748182	-	ENSG00000221200.1	MIR1253	miRNA
chr17	2748078	2748182	+	ENSG00000272920.1	MIR1253	lincRNA
chr17	3310312	3311189	+	ENSG00000180068.8	OR3A4P	transcribed_unprocessed_pseudogene
chr17	4163910	4164713	+	ENSG00000263165.1	RP11-810M2.2	antisense
chr17	5514209	5514270	-	ENSG00000280489.1	U7	snRNA
chr17	6651914	6652270	+	ENSG00000279257.1	C17orf100	protein_coding
chr17	7017615	7017701	-	ENSG00000275739.1	MIR195	miRNA
chr17	7017911	7018022	-	ENSG00000273895.1	MIR497	miRNA
chr17	7352687	7354944	-	ENSG00000263171.1	RP11-542C16.1	antisense
chr17	7436557	7437523	-	ENSG00000262624.1	RP11-104H15.9	antisense
chr17	7439159	7443327	-	ENSG00000263301.1	RP11-104H15.8	antisense
chr17	7574713	7574847	+	ENSG00000209582.1	SNORA48	snoRNA
chr17	7576811	7576952	+	ENSG00000238917.1	SNORD10	snoRNA
chr17	7577955	7578091	+	ENSG00000277985.1	SNORA67	snoRNA
chr17	8144994	8145071	-	ENSG00000278027.1	MIR6883	miRNA
chr17	8173454	8173587	-	ENSG00000200463.1	SNORD118	snoRNA
chr17	8188933	8189688	+	ENSG00000279152.1	AC129492.1	protein_coding
chr17	12990149	12990610	-	ENSG00000263707.1	RP11-597M12.1	antisense
chr17	15588852	15589084	+	ENSG00000223544.1	AC005838.2	unprocessed_pseudogene
chr17	16044621	16044961	+	ENSG00000243686.2	RPLP1P11	processed_pseudogene
chr17	16382152	16382669	-	ENSG00000265401.1	RP11-138I1.4	antisense
chr17	16439505	16439576	+	ENSG00000277108.1	SNORD49	snoRNA
chr17	16440036	16440106	+	ENSG00000277370.1	SNORD49A	snoRNA
chr17	16441226	16441298	+	ENSG00000277512.1	SNORD65	snoRNA
chr17	16812447	16812651	+	ENSG00000264892.1	NOS2P4	processed_pseudogene
chr17	17242564	17242647	+	ENSG00000265109.1	AC055811.1	miRNA
chr17	17675366	17675522	+	ENSG00000273948.1	SMCR2_1	misc_RNA
chr17	17676211	17676371	+	ENSG00000274836.1	SMCR2_2	misc_RNA
chr17	17777781	17779094	+	ENSG00000264167.1	RP1-253P7.1	sense_intronic
chr17	18340814	18340886	-	ENSG00000275820.1	MIR6778	miRNA
chr17	18388871	18389459	+	ENSG00000267441.1	RP1-37N7.5	processed_pseudogene
chr17	19061912	19062128	+	ENSG00000280523.1	SNORD3B-2	snoRNA
chr17	19061912	19062129	+	ENSG00000276271.1	SNORD3B-2	snoRNA
chr17	19063919	19064136	-	ENSG00000274088.1	SNORD3B-1	snoRNA
chr17	19063920	19064136	-	ENSG00000281187.1	SNORD3B-2	snoRNA
chr17	19112419	19112636	-	ENSG00000277947.1	SNORD3D	snoRNA
chr17	19112420	19112636	-	ENSG00000281000.1	SNORD3D	snoRNA
chr17	19188016	19188232	+	ENSG00000281298.1	SNORD3A	snoRNA
chr17	19188016	19188233	+	ENSG00000277813.1	SNORD3A	snoRNA
chr17	19190028	19190245	-	ENSG00000275303.1	SNORD3C	snoRNA
chr17	19190029	19190245	-	ENSG00000280847.1	SNORD3C	snoRNA
chr17	19334308	19336127	-	ENSG00000265263.1	RP11-135L13.4	antisense
chr17	19557560	19557711	+	ENSG00000276660.1	SNORA59A	snoRNA
chr17	19649494	19649587	-	ENSG00000275982.1	Y_RNA	misc_RNA
chr17	20981489	20981654	+	ENSG00000266009.1	RP11-746M1.2	transcribed_processed_pseudogene
chr17	20999747	21000323	+	ENSG00000263986.1	RP11-746M1.1	antisense
chr17	21457434	21458989	+	ENSG00000264023.1	RP11-728E14.2	lincRNA
chr17	22411893	22412229	-	ENSG00000266746.1	RP11-1109M24.7	processed_pseudogene
chr17	22435629	22436064	+	ENSG00000265705.1	RP11-744K17.8	transcribed_processed_pseudogene
chr17	22528853	22528921	-	ENSG00000241225.2	NMTRS-TGA3-1	unprocessed_pseudogene
chr17	27625484	27626438	-	ENSG00000266872.1	RP11-19P22.8	antisense
chr17	28276463	28276553	-	ENSG00000207844.1	AC061975.1	miRNA
chr17	28360654	28360734	+	ENSG00000264302.1	MIR4723	miRNA
chr17	28361601	28362859	-	ENSG00000265618.1	CTB-96E2.7	antisense
chr17	28655557	28655983	+	ENSG00000240494.2	RPS12P28	processed_pseudogene
chr17	28722582	28722653	+	ENSG00000238578.1	SNORD4A	snoRNA
chr17	28723429	28723492	+	ENSG00000238649.1	SNORD42A	snoRNA
chr17	28723682	28723753	+	ENSG00000238597.1	SNORD4B	snoRNA
chr17	28749731	28750079	-	ENSG00000265840.1	AC010761.10	antisense
chr17	28861369	28861440	-	ENSG00000273915.1	MIR451A	miRNA
chr17	28861514	28861624	-	ENSG00000277441.1	AC024267.1	miRNA
chr17	28861655	28861730	-	ENSG00000278521.1	MIR4732	miRNA
chr17	29390662	29390730	+	ENSG00000263719.1	MIR4523	miRNA
chr17	30059054	30059147	-	ENSG00000267482.1	RNY4P13	unprocessed_pseudogene
chr17	30117079	30117172	+	ENSG00000199071.2	MIR423	miRNA
chr17	30117079	30117172	-	ENSG00000266919.1	MIR3184	sense_intronic
chr17	30557732	30558502	-	ENSG00000266775.1	RP11-218M11.6	antisense
chr17	30702506	30702586	-	ENSG00000281673.1	AC005562.2	miRNA
chr17	30899110	30899651	+	ENSG00000275185.1	RP13-753N3.3	antisense
chr17	31533171	31533938	-	ENSG00000278977.1	RP1-41C23.2	TEC
chr17	31534883	31534971	+	ENSG00000266459.1	MIR4724	miRNA
chr17	35097560	35097657	-	ENSG00000252328.1	Vault	misc_RNA
chr17	36491199	36491322	-	ENSG00000274164.1	5S_rRNA	rRNA
chr17	37609739	37613841	+	ENSG00000277688.1	RP11-697E22.1	antisense
chr17	38727833	38728198	-	ENSG00000279119.1	AC006449.2	protein_coding
chr17	38851524	38851659	-	ENSG00000252699.1	SNORA21	snoRNA
chr17	38852863	38852994	-	ENSG00000199293.1	SNORA21	snoRNA
chr17	38918801	38921769	-	ENSG00000265784.1	RP1-56K13.3	antisense
chr17	39081065	39081187	+	ENSG00000222494.1	AC091178.1	miRNA
chr17	40026332	40026409	-	ENSG00000275267.1	MIR6884	miRNA
chr17	41500983	41502409	+	ENSG00000229732.1	AC019349.5	antisense
chr17	41867581	41867736	+	ENSG00000274630.1	RP11-229E13.4	antisense
chr17	43387226	43387417	-	ENSG00000277084.1	U2	snRNA
chr17	43444806	43444885	+	ENSG00000278547.1	MIR2117	miRNA
chr17	44123539	44123649	-	ENSG00000274433.1	AC023855.1	miRNA
chr17	44303965	44304203	+	ENSG00000221496.2	U3	snoRNA
chr17	44899712	44905390	+	ENSG00000214447.4	FAM187A	protein_coding
chr17	44903161	44904546	-	ENSG00000224911.1	AC015936.3	antisense
chr17	45637110	45637206	+	ENSG00000273917.1	AC126544.1	miRNA
chr17	46537734	46537813	+	ENSG00000280583.1	AC138645.1	miRNA
chr17	46939155	46939860	-	ENSG00000280158.1	RP11-63A1.4	TEC
chr17	47042025	47042104	+	ENSG00000281864.1	AC068152.1	miRNA
chr17	47118502	47118591	+	ENSG00000221016.1	AC002558.1	miRNA
chr17	47682417	47682683	-	ENSG00000264558.1	RP11-138C9.1	antisense
chr17	47946802	47948275	-	ENSG00000264019.1	RP11-6N17.6	antisense
chr17	48048365	48048430	+	ENSG00000273862.1	AC004477.1	miRNA
chr17	48060383	48060669	-	ENSG00000266341.1	RP5-890E16.4	antisense
chr17	48382371	48382586	-	ENSG00000200538.2	U3	snoRNA
chr17	48579838	48579947	-	ENSG00000274592.1	MIR10A	miRNA
chr17	48724408	48724475	-	ENSG00000263602.1	MIR3185	miRNA
chr17	48931791	48937100	+	ENSG00000230532.1	AC091133.1	antisense
chr17	49049540	49049624	+	ENSG00000264552.1	AC105030.1	miRNA
chr17	49404081	49405197	+	ENSG00000250186.3	RP11-1079K10.4	antisense
chr17	50693448	50695449	+	ENSG00000262967.1	RP11-294J22.6	antisense
chr17	50840057	50841626	-	ENSG00000261976.2	RP11-506D12.5	antisense
chr17	51166831	51171507	+	ENSG00000280803.1	NME1-NME2	protein_coding
chr17	53106069	53106157	-	ENSG00000276078.1	AC091154.1	miRNA
chr17	56888880	56891841	+	ENSG00000262112.1	RP11-670E13.5	antisense
chr17	56891270	56891355	-	ENSG00000265238.1	MIR3614	miRNA
chr17	58331215	58331325	-	ENSG00000273667.1	AC004687.1	miRNA
chr17	59841266	59841337	+	ENSG00000199004.1	MIR21	miRNA
chr17	60810957	60811052	+	ENSG00000211515.1	AC079005.1	miRNA
chr17	62005737	62006016	-	ENSG00000242398.3	RN7SL800P	misc_RNA
chr17	64146337	64146471	+	ENSG00000281311.1	SNORA76C	snoRNA
chr17	64146339	64146471	+	ENSG00000277887.1	SNORA76C	snoRNA
chr17	64500773	64500839	-	ENSG00000265695.1	MIR3064	miRNA
chr17	64501214	64501313	-	ENSG00000266241.1	MIR5047	miRNA
chr17	64749918	64758603	-	ENSG00000266820.1	RP13-104F24.1	transcribed_unprocessed_pseudogene
chr17	64780759	64780824	+	ENSG00000278581.1	MIR6080	miRNA
chr17	64940606	64940717	+	ENSG00000272346.2	RP11-927P21.11	transcribed_unprocessed_pseudogene
chr17	67032409	67033290	-	ENSG00000265664.1	RP11-74H8.1	antisense
chr17	68134675	68135604	-	ENSG00000267352.1	SH3GL1P3	processed_pseudogene
chr17	74748613	74748699	+	ENSG00000264624.1	MIR3615	miRNA
chr17	75041740	75042015	+	ENSG00000239607.3	RN7SL573P	misc_RNA
chr17	75145670	75145762	+	ENSG00000252042.1	Y_RNA	misc_RNA
chr17	75498548	75498628	+	ENSG00000276372.1	MIR6785	miRNA
chr17	75784521	75784607	-	ENSG00000263565.1	MIR4738	miRNA
chr17	75910723	75938149	-	ENSG00000281844.1	FBF1	protein_coding
chr17	75943832	75945142	+	ENSG00000267615.1	RP11-552F3.13	antisense
chr17	76558791	76558868	+	ENSG00000274091.1	SNORD1C	snoRNA
chr17	76561634	76561705	+	ENSG00000278261.1	SNORD1A	snoRNA
chr17	76736450	76736548	-	ENSG00000207556.1	MIR636	miRNA
chr17	77089307	77089493	+	ENSG00000275143.1	SCARNA16	scaRNA
chr17	77089417	77089497	+	ENSG00000281678.1	MIR6516	miRNA
chr17	78855478	78855844	+	ENSG00000267601.1	RP11-323N12.5	antisense
chr17	80999509	81000130	-	ENSG00000263218.2	CTD-2561B21.7	antisense
chr17	81251194	81251803	+	ENSG00000276101.1	RP11-455O6.8	antisense
chr17	81461013	81461937	-	ENSG00000263271.1	RP11-1055B8.8	antisense
chr17	81511026	81511109	-	ENSG00000266077.1	AC139149.1	miRNA
chr17	81697025	81697714	-	ENSG00000275902.1	RP13-1032I1.11	antisense
chr17	81843165	81843958	+	ENSG00000262831.1	RP11-498C9.2	antisense
chr17	81867721	81868552	+	ENSG00000262413.1	RP11-498C9.3	antisense
chr17	81878667	81879557	+	ENSG00000263859.1	RP11-498C9.16	lincRNA
chr17	81932398	81933058	+	ENSG00000263585.1	RP11-498C9.13	antisense
chr17	82236668	82236728	+	ENSG00000275505.1	MIR6787	miRNA
chr17	82362349	82363196	-	ENSG00000278964.1	RP13-20L14.2	TEC
chr17	82602989	82604178	-	ENSG00000261845.2	RP13-638C3.4	antisense
chr18	738058	739444	+	ENSG00000264339.1	RP11-769O8.2	antisense
chr18	3246401	3247086	-	ENSG00000272688.1	RP13-270P17.3	lincRNA
chr18	5240255	5241167	-	ENSG00000265188.1	RP11-835E18.4	processed_pseudogene
chr18	11851414	11852751	-	ENSG00000267165.1	RP11-78A19.3	antisense
chr18	11908712	11909223	+	ENSG00000273141.1	RP11-820I16.4	antisense
chr18	14074912	14075741	-	ENSG00000267756.1	RP11-411B10.4	unprocessed_pseudogene
chr18	14104542	14105226	+	ENSG00000267356.1	RP11-411B10.3	antisense
chr18	21712017	21712119	-	ENSG00000281568.1	AC106037.1	miRNA
chr18	21825698	21825785	-	ENSG00000276792.1	MIR133A1	miRNA
chr18	21828996	21829106	-	ENSG00000278753.1	AC103987.1	miRNA
chr18	22933349	22933438	+	ENSG00000264817.1	MIR4741	miRNA
chr18	23136435	23136512	-	ENSG00000222999.1	AC105247.1	miRNA
chr18	26688111	26689668	+	ENSG00000263677.1	RP11-17A19.2	lincRNA
chr18	26689316	26689529	-	ENSG00000275900.1	U3	snoRNA
chr18	27452623	27452712	-	ENSG00000280492.1	AC068408.1	miRNA
chr18	31726043	31726397	-	ENSG00000263772.1	RP11-549B18.3	processed_pseudogene
chr18	35466938	35466991	-	ENSG00000277489.1	AC007998.1	miRNA
chr18	49487373	49487422	+	ENSG00000278544.1	MIR1539	miRNA
chr18	49489245	49489308	-	ENSG00000202093.1	SNORD58C	snoRNA
chr18	49491283	49491347	-	ENSG00000206602.1	SNORD58A	snoRNA
chr18	49491664	49491729	-	ENSG00000271982.1	SNORD58B	snoRNA
chr18	49814133	49814276	+	ENSG00000251992.1	SCARNA17	scaRNA
chr18	49814361	49814443	+	ENSG00000252139.1	SCARNA18	scaRNA
chr18	57435821	57435880	+	ENSG00000266636.1	AC090340.1	miRNA
chr18	58398663	58400082	-	ENSG00000267396.1	RP11-845C23.3	antisense
chr18	58451068	58451176	+	ENSG00000207778.2	MIR122	miRNA
chr18	58752179	58753898	-	ENSG00000267705.1	RP11-108P20.3	lincRNA
chr18	67506589	67514030	+	ENSG00000263424.1	CTD-2541J13.2	antisense
chr18	79253577	79254856	-	ENSG00000267628.1	RP11-1136J12.1	antisense
chr19	305573	306467	+	ENSG00000267124.2	CTD-3113P16.5	antisense
chr19	804940	805001	+	ENSG00000265767.1	MIR4745	miRNA
chr19	813584	813653	+	ENSG00000263414.1	MIR3187	miRNA
chr19	1010221	1010907	+	ENSG00000274177.1	LLNLR-284B4.1	antisense
chr19	1038727	1039064	-	ENSG00000279753.1	AC011558.5	TEC
chr19	1376773	1377520	-	ENSG00000267755.1	AC004623.2	antisense
chr19	1556605	1556686	+	ENSG00000222720.1	AC027307.1	miRNA
chr19	1576939	1577086	+	ENSG00000279009.1	AC005943.6	TEC
chr19	1815249	1815873	+	ENSG00000267007.1	CTB-31O20.3	antisense
chr19	1816159	1816238	-	ENSG00000223244.1	MIR1909	miRNA
chr19	1875016	1875992	+	ENSG00000267232.1	CTB-31O20.9	lincRNA
chr19	2235829	2235926	-	ENSG00000276587.1	MIR6789	miRNA
chr19	2250639	2250718	+	ENSG00000267021.1	MIR4321	miRNA
chr19	3052910	3053724	+	ENSG00000267469.1	AC005944.2	antisense
chr19	3118665	3119304	-	ENSG00000267139.1	AC005262.3	antisense
